Id,MlsNumber,BathroomTotal,Bedrooms,SizeInterior,StoriesTotal,Type,AreaUnformatted,HalfBathTotal,PriceUnformattedValue,Longitude,Latitude
27534982,A2172717,2,4 + 0,1616 sqft,1,House,1616 sqft,0,719900,-114.220000428,51.094025355
27534980,A2172663,1,2 + 0,524.7 sqft,13,Apartment,525 sqft,0,299900,-114.12847395,51.087108575
27534979,A2172642,3,3 + 0,997.1 sqft,1,House,997 sqft,1,629900,-114.102916015,51.057367008
27534978,A2165808,3,3 + 0,1502.57 sqft,2,Row / Townhouse,1503 sqft,1,539000,-114.09424,51.18743
27534957,A2171049,3,3 + 2,1199 sqft,1,House,1199 sqft,0,799786,-114.084756575,50.945199061
27534921,A2171688,5,3 + 1,2124.67 sqft,2,House,2125 sqft,1,1420000,-114.106890863,51.057920671
27534919,A2172689,3,3 + 0,1400 sqft,2,Duplex,1400 sqft,1,599900,-113.925846,51.1317977
27534882,A2172206,2,3 + 1,1102 sqft,1,House,1102 sqft,1,679900,-114.130038302,51.091167844
27534780,A2172710,3,5 + 0,2376 sqft,2,House,2376 sqft,1,839900,-114.123717894,51.183464088
27534779,A2172293,4,3 + 2,1926 sqft,2,House,1926 sqft,1,734900,-113.935953789,51.139158613
27534777,A2172460,3,2 + 3,1576.06 sqft,1,House,1576 sqft,0,850000,-114.16781667,51.03337386
27534776,A2171613,2,2 + 0,826.86 sqft,3,Apartment,827 sqft,0,279900,-114.0761218,50.9362477
27534775,A2164311,4,3 + 2,1726 sqft,2,House,1726 sqft,1,849999,-113.9075977,50.8856814
27534727,A2172396,3,3 + 0,1166 sqft,2,House,1166 sqft,1,569900,-113.933106758,51.112518833
27534726,A2172490,4,4 + 2,3052.3 sqft,2,House,3052 sqft,1,1368800,-114.1933414,51.0110579
27534724,A2171996,1,1 + 0,681 sqft,29,Apartment,681 sqft,0,223800,-114.058782172,51.047041833
27534679,A2172520,2,3 + 0,836 sqft,,House,836 sqft,0,509000,-113.95938137,51.105970805
27534676,A2172676,3,4 + 0,2209.42 sqft,2,House,2209 sqft,0,859900,-113.903892627,51.044777871
27534674,A2172569,2,2 + 0,861 sqft,27,Apartment,861 sqft,0,439000,-114.087618239,51.042381454
27534590,A2172541,3,2 + 0,1347 sqft,3,Row / Townhouse,1347 sqft,1,465000,-114.029869392,50.866791059
27534589,A2172495,2,3 + 1,1186.01 sqft,1,House,1186 sqft,1,569000,-114.017160212,50.990131317
27534586,A2172674,4,2 + 1,1485 sqft,3,Row / Townhouse,1485 sqft,1,649900,-114.183453593,51.087994101
27534580,A2172696,2,3 + 0,1213.4 sqft,2,Row / Townhouse,1213 sqft,1,359900,-113.9372078,51.1002492
27534571,A2171990,4,3 + 0,1871.25 sqft,3,Row / Townhouse,1871 sqft,1,629900,-114.10142937,51.031587467
27534499,A2171604,3,0 + 2,1616.91 sqft,14,Apartment,1617 sqft,1,2098000,-114.077190201,51.05273876
27534495,A2172680,4,2 + 1,1508 sqft,3,Row / Townhouse,1508 sqft,1,669900,-114.183460072,51.088014319
27534453,A2172631,3,3 + 0,2720.59 sqft,2,House,2721 sqft,1,1099900,-114.002683327,50.851864924
27534439,A2172167,3,2 + 1,1287.41 sqft,1,House,1287 sqft,0,675000,-114.2193374,51.1213218
27534378,A2172653,3,3 + 0,1800 sqft,3,Row / Townhouse,1800 sqft,1,899900,-114.120885391,51.042776332
27534302,A2172407,2,2 + 0,1104.21 sqft,4,Apartment,1104 sqft,0,419900,-114.159994686,51.106563531
27534301,A2171964,2,2 + 0,907.07 sqft,4,Apartment,907 sqft,0,399900,-114.158896628,51.179957811
27534232,A2172198,1,2 + 0,762 sqft,3,Apartment,762 sqft,0,299900,-114.07125013,50.896908483
27534231,A2171865,3,3 + 1,1661 sqft,2,House,1661 sqft,1,725555,-114.075974929,51.1504158
27534230,A2172453,2,4 + 3,1522 sqft,1,House,1522 sqft,1,823000,-114.1577751,51.111010798
27534147,A2172364,1,2 + 0,838 sqft,1,House,838 sqft,0,350000,-113.992549911,51.022785972
27534146,A2172345,1,2 + 0,505 sqft,2,Row / Townhouse,505 sqft,0,359900,-114.026787112,50.933019148
27534145,A2172322,2,3 + 0,1107 sqft,2,Row / Townhouse,1107 sqft,1,374900,-114.205851166,51.115081036
27534064,A2141876,4,3 + 2,1902.7 sqft,2,House,1903 sqft,1,988800,-114.175529381,51.037387811
27534063,A2172652,5,3 + 1,2717.13 sqft,2,House,2717 sqft,1,1299900,-113.931166066,50.896646664
27534062,A2172552,2,2 + 0,886.58 sqft,4,Apartment,887 sqft,0,388800,-113.951500348,50.876062721
27534061,A2172185,3,3 + 1,1656.23 sqft,3,Row / Townhouse,1656 sqft,1,450000,-114.100312076,50.896434188
27534059,A2172666,4,3 + 1,1967.13 sqft,2,Duplex,1967 sqft,1,1199900,-114.1315957,51.0605459
27533972,A2172416,1,1 + 0,676.4 sqft,4,Apartment,676 sqft,0,299990,-113.952195561,50.884399634
27533971,A2172645,2,2 + 0,816 sqft,3,Apartment,816 sqft,0,365000,-114.1890417,51.0347142
27533968,A2169686,1,1 + 0,537 sqft,6,Apartment,537 sqft,0,369900,-114.12238,51.0174875
27533953,A2172664,4,2 + 1,2553 sqft,2,Duplex,2553 sqft,1,1695000,-114.1385088,51.0496693
27533952,A2172507,3,2 + 0,2118 sqft,2,Duplex,2118 sqft,1,629000,-114.11625383,50.932917654
27533890,A2172217,2,2 + 0,831.45 sqft,24,Apartment,831 sqft,0,479900,-114.067143373,51.052626317
27533788,A2172027,2,2 + 2,1036 sqft,,House,1036 sqft,0,530000,-113.9591561,51.0871457
27533787,A2172542,4,3 + 0,2558 sqft,2,House,2558 sqft,1,1795000,-114.1385088,51.0496693
27533786,A2172465,1,3 + 1,1028.38 sqft,2,Row / Townhouse,1028 sqft,0,359000,-113.983578927,51.029294227
27533785,A2172418,2,3 + 0,1098.89 sqft,2,Row / Townhouse,1099 sqft,1,409888,-114.078573923,51.115628558
27533747,A2171784,4,3 + 2,2059 sqft,2,House,2059 sqft,1,799900,-113.942937372,51.119301292
27533695,A2172650,3,2 + 2,1311.1 sqft,,House,1311 sqft,0,597500,-114.090449327,50.908323814
27533694,A2172647,2,2 + 0,1058 sqft,6,Apartment,1058 sqft,0,399900,-113.959753269,51.166052561
27533693,A2172636,2,2 + 0,917.97 sqft,1,Apartment,918 sqft,0,324900,-113.955608514,51.164050941
27533691,A2171937,2,2 + 0,1707 sqft,,Row / Townhouse,1707 sqft,0,759900,-114.173527739,51.062471004
27533578,A2172638,3,3 + 0,2512 sqft,2,House,2512 sqft,1,1129000,-114.0530087,50.8616508
27533505,A2172519,3,2 + 2,1379.5 sqft,1,House,1380 sqft,0,1029000,-114.14621661,51.0186965
27533504,A2172630,3,3 + 0,2595 sqft,2,House,2595 sqft,1,1125000,-114.0530087,50.8616508
27533494,A2171951,3,3 + 0,1094.4 sqft,2,Row / Townhouse,1094 sqft,1,389000,-113.978239206,51.078608916
27533493,A2172128,4,3 + 1,1182 sqft,,House,1182 sqft,2,750000,-114.051940846,50.976995518
27533307,A2167222,1,1 + 0,553.17 sqft,4,Apartment,553 sqft,0,169900,-114.09554074,51.038809403
27533306,A2171818,2,2 + 0,1056 sqft,4,Apartment,1056 sqft,0,339000,-114.0537889,51.1565748
27533271,A2170089,1,2 + 0,700.46 sqft,3,Apartment,700 sqft,0,214900,-114.053794158,51.053178935
27533221,A2172618,3,3 + 0,2164 sqft,2,House,2164 sqft,1,759900,-114.034379754,50.870119269
27533220,A2171657,4,3 + 0,2223.56 sqft,2,House,2224 sqft,1,875000,-114.232408329,51.110114245
27533219,A2172581,4,3 + 1,1187.39 sqft,2,House,1187 sqft,1,649900,-114.068656541,51.187786549
27533215,A2172268,3,2 + 0,1403.48 sqft,2,Row / Townhouse,1403 sqft,1,515000,-114.2338033,51.1380418
27533115,A2172531,1,1 + 0,518 sqft,4,Apartment,518 sqft,0,279900,-114.132201367,51.17889987
27533114,A2172049,3,3 + 0,1491 sqft,2,House,1491 sqft,1,650854,-113.8971879,50.914708723
27533111,A2172498,2,3 + 0,1090 sqft,2,Row / Townhouse,1090 sqft,1,389900,-114.070083621,51.10949586
27533110,A2172050,3,3 + 0,1491 sqft,2,House,1491 sqft,1,649524,-113.897268966,50.914777847
27533102,A2172561,4,3 + 1,2708 sqft,2,House,2708 sqft,1,1895000,-114.081535471,51.056873886
27533101,A2172601,2,2 + 0,831.25 sqft,6,Apartment,831 sqft,0,374900,-113.960869673,51.166071293
27533088,A2172611,2,2 + 0,1148.87 sqft,4,Apartment,1149 sqft,0,405500,-114.082408712,51.037187365
27533037,A2172605,4,3 + 2,2257.4 sqft,2,Duplex,2257 sqft,1,1160000,-114.1007521,51.0342738
27533033,A2172423,1,1 + 0,822.3 sqft,3,Apartment,822 sqft,0,294500,-114.132903301,51.05028626
27533032,A2171727,3,3 + 1,3015 sqft,2,House,3015 sqft,1,1275000,-114.065701412,51.06004319
27533030,A2172386,6,4 + 3,3111.09 sqft,2,House,3111 sqft,0,1199900,-113.968064948,51.131349757
27532927,A2172555,2,2 + 0,846.15 sqft,4,Apartment,846 sqft,0,299900,-113.955363056,51.163317727
27532850,A2171684,3,3 + 0,1682 sqft,2,Duplex,1682 sqft,1,643288,-114.049029895,51.189753639
27532849,A2172429,2,2 + 0,1229.06 sqft,6,Apartment,1229 sqft,0,500000,-114.016793524,51.038405831
27532838,A2172326,3,2 + 0,1355 sqft,2,House,1355 sqft,1,575000,-113.98254582,50.89466192
27532832,A2172262,4,3 + 1,1934 sqft,2,Duplex,1934 sqft,1,975000,-114.107714137,51.011263473
27532831,A2172526,5,2 + 2,2387.64 sqft,1,House,2388 sqft,0,1888888,-114.176308808,51.066176068
27532721,A2171918,2,2 + 0,833.72 sqft,4,Apartment,834 sqft,0,384900,-114.0748775,51.0677295
27532704,A2172512,3,3 + 0,1640.3 sqft,2,House,1640 sqft,1,619900,-113.977684118,50.934934298
27532702,A2171683,3,3 + 0,1682 sqft,2,Duplex,1682 sqft,1,699888,-114.049370982,51.189521355
27532699,A2172563,4,3 + 1,1925 sqft,2,Duplex,1925 sqft,1,1159000,-114.116346787,51.00608573
27532690,A2172450,3,2 + 0,863.09 sqft,4,Apartment,863 sqft,1,559900,-114.145659974,51.07961573
27532618,A2172529,2,3 + 0,1144 sqft,1,House,1144 sqft,0,599900,-114.182811615,51.08218663
27532610,A2172576,3,3 + 1,1889.02 sqft,2,House,1889 sqft,1,715000,-114.13645553,51.163638617
27532608,A2172329,3,3 + 1,1781 sqft,3,Row / Townhouse,1781 sqft,1,524900,-114.026703494,50.865478327
27532606,A2172332,2,2 + 0,1501.49 sqft,3,Apartment,1501 sqft,0,1099900,-113.934789538,50.897440949
27532398,A2171649,3,4 + 0,1903.39 sqft,2,House,1903 sqft,0,739900,-114.170483214,51.186411534
27532393,A2171691,3,4 + 0,1795.09 sqft,2,House,1795 sqft,0,714900,-114.170483214,51.186411534
27532373,A2172458,4,3 + 0,1446.59 sqft,2,Row / Townhouse,1447 sqft,1,500000,-113.96606,51.14626
27532365,A2172570,2,3 + 0,1176 sqft,1,House,1176 sqft,0,799900,-114.14624842,51.05357357
27532364,A2172211,2,2 + 0,803.32 sqft,4,Apartment,803 sqft,0,344900,-113.918669821,50.914671815
27532311,A2172445,3,3 + 0,1847.32 sqft,2,House,1847 sqft,1,659900,-113.9094793,50.8866642
27532310,A2172475,3,3 + 0,1249.12 sqft,2,House,1249 sqft,1,649900,-113.9201049,50.8832841
27532309,A2171760,3,5 + 0,2716.03 sqft,2,House,2716 sqft,0,879900,-113.9424282,51.1683758
27532308,A2171817,3,5 + 0,2716.61 sqft,2,House,2717 sqft,0,879900,-113.9411721,51.1678316
27532306,A2172431,3,3 + 0,1487.3 sqft,2,Duplex,1487 sqft,1,609900,-114.173391884,51.191181643
27532305,A2172525,3,3 + 0,1267.2 sqft,2,Row / Townhouse,1267 sqft,1,539900,-113.939915199,50.870834121
27532303,A2172018,4,4 + 1,2014 sqft,2,House,2014 sqft,0,522000,-114.036875986,50.905776899
27532302,A2172557,3,3 + 0,1574.74 sqft,2,Row / Townhouse,1575 sqft,1,564900,-113.939954177,50.870883272
27532300,A2171750,3,3 + 0,1792.53 sqft,2,House,1793 sqft,1,629900,-113.9986294,50.8519431
27532295,A2171152,3,3 + 0,1658 sqft,,Row / Townhouse,1658 sqft,1,430000,-114.129323263,50.99540873
27532239,A2172226,1,2 + 0,595.3 sqft,5,Apartment,595 sqft,0,264900,-113.9559571,51.1645274
27532238,A2172547,3,4 + 0,1810.66 sqft,2,House,1811 sqft,0,669900,-113.936171084,51.152508941
27532237,A2172390,4,3 + 1,2351.81 sqft,2,Duplex,2352 sqft,1,978000,-114.107284555,51.029246374
27532232,A2170499,2,2 + 0,705 sqft,4,Apartment,705 sqft,0,319900,-114.0237961,50.862767
27532225,A2172487,3,3 + 2,1161.17 sqft,1,House,1161 sqft,1,549000,-113.945996276,51.052863404
27531930,A2170900,3,2 + 1,1076 sqft,,House,1076 sqft,0,620000,-114.1340064,50.9518502
27531921,A2172436,3,3 + 1,2032.6 sqft,,House,2033 sqft,1,699900,-114.014631971,50.927540245
27531920,A2172067,4,3 + 1,1850 sqft,2,House,1850 sqft,1,685000,-114.119042434,51.181085593
27531919,A2171632,3,3 + 0,1772.22 sqft,2,House,1772 sqft,1,699900,-114.164987622,51.185648422
27531916,A2172236,2,2 + 0,698.12 sqft,4,Apartment,698 sqft,0,359900,-113.943421367,50.893381076
27531909,A2172534,1,1 + 0,499 sqft,6,Apartment,499 sqft,0,393000,-114.1439,51.07855
27531906,A2171052,4,3 + 1,1874 sqft,2,Duplex,1874 sqft,1,995000,-114.101505,51.0098945
27531824,A2172174,5,5 + 2,2479 sqft,2,House,2479 sqft,0,959000,-113.938024813,51.132680808
27531820,A2172425,2,3 + 2,1377 sqft,,House,1377 sqft,0,649500,-113.976794286,51.034889209
27531786,A2172342,4,3 + 0,1909.48 sqft,2,House,1909 sqft,1,695000,-114.105743508,50.897835668
27531782,A2172308,4,3 + 0,1583.4 sqft,2,Row / Townhouse,1583 sqft,1,519888,-114.105483464,50.958552294
27531776,A2172523,1,1 + 0,544.8 sqft,4,Apartment,545 sqft,0,274900,-114.0684673,51.1848063
27531524,A2172464,1,2 + 0,901.5 sqft,1,Row / Townhouse,902 sqft,0,344900,-114.0919067,51.1634597
27531518,A2168440,1,1 + 0,570.01 sqft,4,Apartment,570 sqft,0,289900,-113.948063288,50.879463407
27531440,A2172505,1,2 + 0,851.49 sqft,4,Apartment,851 sqft,0,358000,-113.949108829,51.164585127
27531439,A2170570,1,1 + 0,496.3 sqft,42,Apartment,496 sqft,0,344900,-114.055576976,51.041473369
27531438,A2172243,4,3 + 1,1573.01 sqft,2,Duplex,1573 sqft,1,929900,-114.161894928,51.07959743
27531437,A2171416,3,2 + 0,1256.29 sqft,3,Row / Townhouse,1256 sqft,1,410000,-113.947678931,51.163539108
27531346,A2172069,2,1 + 1,720.15 sqft,1,House,720 sqft,0,539900,-114.002741455,50.989001693
27531345,A2172265,2,2 + 0,1931.96 sqft,8,Apartment,1932 sqft,0,1100000,-114.078012361,51.051983315
27531285,A2170781,4,3 + 1,2544 sqft,2,House,2544 sqft,1,1999900,-114.1146611,51.0579692
27531284,A2169365,3,4 + 0,2273 sqft,2,House,2273 sqft,1,799800,-114.058647133,51.185615703
27531281,A2171645,1,1 + 0,406 sqft,4,Apartment,406 sqft,0,244900,-114.064394311,51.031596262
27531280,A2172514,1,2 + 0,992.3 sqft,3,Row / Townhouse,992 sqft,0,329900,-114.110068569,50.942343114
27531205,A2171244,1,1 + 0,693 sqft,4,Apartment,693 sqft,0,320000,-114.019837224,51.040161517
27531198,A2170878,4,3 + 1,2689 sqft,2,House,2689 sqft,1,1150000,-113.966543877,50.890254583
27531195,A2172327,3,3 + 0,1721.41 sqft,2,House,1721 sqft,1,660000,-113.94664621,50.886053112
27531068,A2172129,4,4 + 0,2909.14 sqft,2,House,2909 sqft,1,889900,-113.967884893,50.908880084
27531059,A2172212,1,2 + 0,908.7 sqft,1,Mobile Home,909 sqft,0,115000,-114.2184731,51.0892365
27530987,A2171742,1,1 + 0,618.86 sqft,6,Apartment,619 sqft,0,229900,-114.07197996,51.035787465
27530869,A2172328,2,2 + 0,844 sqft,4,Apartment,844 sqft,0,279900,-113.94579273,51.038578518
27530868,A2172500,4,3 + 1,1516.06 sqft,2,House,1516 sqft,1,720000,-114.055384907,51.184229739
27530867,A2172502,3,3 + 0,1751 sqft,2,House,1751 sqft,1,650000,-114.081498735,50.877956273
27530866,A2172451,4,3 + 1,1806.04 sqft,2,House,1806 sqft,1,755555,-114.083752395,51.151849777
27530865,A2172181,1,0 + 2,468.44 sqft,,Duplex,468 sqft,0,385000,-114.03142101,50.935078784
27530864,A2172176,1,3 + 0,1056 sqft,1,Mobile Home,1056 sqft,0,140000,-114.220379364,51.090272282
27530860,A2172136,3,3 + 1,1307.01 sqft,2,House,1307 sqft,1,859900,-114.022565675,51.034284048
27530859,A2171403,2,2 + 0,834.15 sqft,4,Apartment,834 sqft,0,380000,-114.0457402,51.1538333
27530858,A2167437,2,2 + 0,1064.9 sqft,32,Apartment,1065 sqft,0,498000,-114.0520702,51.047644655
27530857,A2169991,1,1 + 0,514 sqft,4,Apartment,514 sqft,0,234500,-114.105938279,51.037370156
27530764,A2172010,1,2 + 0,730.06 sqft,4,Apartment,730 sqft,0,190000,-114.102835369,51.04320345
27530763,A2172489,4,2 + 1,1594.8 sqft,3,Row / Townhouse,1595 sqft,1,439900,-113.915218329,50.915269797
27530680,A2172494,2,2 + 0,1085.77 sqft,6,Apartment,1086 sqft,0,417000,-113.9614619,51.1642069
27530656,A2172321,4,3 + 1,1865 sqft,2,House,1865 sqft,1,729900,-114.249727864,51.150472964
27530641,A2172259,2,2 + 0,747.92 sqft,19,Apartment,748 sqft,0,460000,-114.068791495,51.040294809
27530640,A2170876,1,3 + 0,1121.6 sqft,2,Row / Townhouse,1122 sqft,0,310000,-114.162453928,51.027978021
27530637,A2172441,3,3 + 0,1726.28 sqft,2,Row / Townhouse,1726 sqft,1,485900,-114.119862249,50.966187189
27530631,A2171909,2,3 + 0,1042 sqft,1,House,1042 sqft,0,850000,-114.148185151,51.048663654
27530628,A2172485,2,2 + 0,1602 sqft,31,Apartment,1602 sqft,0,499900,-114.136006694,51.042707841
27530627,A2171359,1,1 + 0,569 sqft,3,Apartment,569 sqft,0,224000,-114.115864499,50.907492174
27530533,A2171737,4,4 + 1,2396.31 sqft,2,House,2396 sqft,1,1250000,-114.035358,51.0555478
27530531,A2172115,1,1 + 0,501.93 sqft,4,Apartment,502 sqft,0,299500,-114.147803725,51.170761782
27530508,A2172472,2,3 + 2,1025 sqft,1,House,1025 sqft,0,895000,-114.1567258,51.0388056
27530476,A2172444,4,4 + 0,1851.17 sqft,2,House,1851 sqft,1,899000,-114.053750352,50.937737341
27530469,A2170647,1,1 + 0,600.46 sqft,3,Apartment,600 sqft,0,279000,-114.079999092,51.058578572
27530464,A2169444,4,3 + 2,1963.37 sqft,2,House,1963 sqft,1,774900,-114.029085798,50.97802494
27530450,A2172381,1,1 + 0,615.76 sqft,3,Apartment,616 sqft,0,210000,-114.05676194,51.06624819
27530359,A2172449,2,2 + 0,686 sqft,4,Apartment,686 sqft,0,324900,-114.1316434,51.1792596
27530358,A2172135,3,4 + 0,1751 sqft,2,House,1751 sqft,1,974900,-114.030438543,50.925453059
27530186,A2170761,2,2 + 0,842.2 sqft,4,Apartment,842 sqft,0,395000,-113.938137544,50.898481724
27530185,A2172214,4,4 + 0,1851.67 sqft,2,House,1852 sqft,1,649900,-113.951147776,51.092238191
27530184,A2171203,1,2 + 0,1306.78 sqft,1,House,1307 sqft,0,790000,-114.176364372,51.083272257
27530183,A2172111,4,3 + 1,2049.97 sqft,2,House,2050 sqft,1,994900,-114.096889859,51.049519413
27530182,A2171591,5,3 + 1,1392.3 sqft,2,Row / Townhouse,1392 sqft,3,490000,-113.95516544,51.129535805
27530178,A2171943,4,3 + 2,1859.6 sqft,2,House,1860 sqft,1,719500,-113.941063782,50.925704395
27530116,A2172117,1,2 + 0,693.86 sqft,6,Apartment,694 sqft,0,355000,-113.9614619,51.1642069
27530115,A2171337,2,2 + 0,1125.05 sqft,8,Apartment,1125 sqft,0,359900,-114.090061486,51.040963022
27530097,A2170340,2,2 + 2,960 sqft,1,Duplex,960 sqft,0,410000,-113.992471163,51.023537951
27530095,A2171646,2,3 + 1,1612 sqft,,House,1612 sqft,0,599000,-114.014366947,50.973500946
27530093,A2172094,2,1 + 0,942 sqft,21,Apartment,942 sqft,1,439900,-114.14743536,51.062022549
27530037,A2171775,3,3 + 0,1073.84 sqft,2,House,1074 sqft,1,549000,-113.931574184,50.917496095
27529998,A2172439,2,3 + 0,1132.35 sqft,2,House,1132 sqft,1,525000,-113.958092835,51.108723439
27529996,A2171962,1,1 + 0,728.55 sqft,4,Apartment,729 sqft,0,391000,-114.208732012,51.062027895
27529935,A2172165,3,3 + 0,1520.84 sqft,2,Row / Townhouse,1521 sqft,1,580000,-113.9565517,51.1523113
27529934,A2171504,3,3 + 0,1232 sqft,2,Row / Townhouse,1232 sqft,1,469900,-113.969819789,50.890414562
27529924,A2167802,3,3 + 2,1249 sqft,1,House,1249 sqft,0,645000,-114.017185658,51.061933343
27529891,A2172377,1,1 + 0,736 sqft,7,Apartment,736 sqft,0,359900,-114.072435747,51.025170829
27529848,A2169729,1,3 + 0,1194.59 sqft,2,Row / Townhouse,1195 sqft,0,349900,-113.939372331,51.106500491
27529847,A2171701,1,2 + 0,896 sqft,9,Apartment,896 sqft,0,299999,-114.093362,51.042029
27529845,A2172097,4,4 + 1,2993 sqft,2,House,2993 sqft,1,2500000,-114.075275551,51.026036122
27529804,A2172424,3,3 + 0,2237 sqft,3,House,2237 sqft,1,1650000,-114.07254538,51.027376955
27529802,A2171868,2,2 + 0,1157.76 sqft,2,Row / Townhouse,1158 sqft,1,425000,-114.216838237,51.149314393
27529800,A2171518,2,1 + 0,1237.54 sqft,17,Apartment,1238 sqft,1,550000,-114.070829614,51.030118088
27529742,A2172224,1,1 + 0,403 sqft,19,Apartment,403 sqft,0,254900,-114.1290658,51.086643
27529741,A2172267,2,3 + 1,1066 sqft,1,House,1066 sqft,0,675000,-114.058028955,51.092925009
27529740,A2169751,3,3 + 0,1350 sqft,2,House,1350 sqft,1,609900,-113.963615186,50.92475479
27529732,A2172419,5,3 + 1,2644 sqft,3,Duplex,2644 sqft,1,1375000,-114.139392594,51.051791788
27529671,A2172104,3,3 + 0,1362.43 sqft,,Row / Townhouse,1362 sqft,1,529900,-114.075781856,50.919469872
27529660,A2171665,1,2 + 0,836.6 sqft,4,Apartment,837 sqft,0,339900,-114.159683038,51.071603568
27529650,A2172338,2,2 + 0,741.15 sqft,44,Apartment,741 sqft,0,449000,-114.055545639,51.041887077
27529641,A2172242,3,2 + 0,1211 sqft,2,Row / Townhouse,1211 sqft,1,497500,-113.955967461,50.912001537
27529637,A2170537,1,1 + 0,2360 sqft,1,House,2360 sqft,0,1495000,-114.0868967,51.0209811
27529542,A2171886,4,3 + 0,1606.5 sqft,2,House,1606 sqft,1,699000,-114.094366565,50.907138664
27529538,A2171506,4,3 + 1,3109.19 sqft,2,House,3109 sqft,1,1788000,-113.924932251,50.893623532
27529536,A2172237,4,4 + 0,1791 sqft,2,House,1791 sqft,1,659900,-114.117004405,51.186059473
27529482,A2170313,1,1 + 0,501.47 sqft,3,Apartment,501 sqft,0,289900,-114.02122,51.03968
27529480,A2172318,1,1 + 0,557.27 sqft,26,Apartment,557 sqft,0,339900,-114.049996268,51.046613759
27529477,A2172398,3,2 + 0,1756.64 sqft,3,Row / Townhouse,1757 sqft,1,625000,-114.1362879,51.058903097
27529420,A2170062,2,2 + 0,939.49 sqft,1,Row / Townhouse,939 sqft,0,349900,-113.940043553,51.074537086
27529419,A2168149,4,3 + 1,2076 sqft,2,Duplex,2076 sqft,1,1085000,-114.0707627,51.0685989
27529418,A2172392,3,3 + 0,1210 sqft,2,Duplex,1210 sqft,1,429900,-114.095076023,51.133726967
27529400,A2172399,2,3 + 0,1261.85 sqft,3,Apartment,1262 sqft,0,619900,-114.018834943,50.960826113
27529363,A2170624,3,3 + 0,2567.54 sqft,3,Row / Townhouse,2568 sqft,1,1333500,-114.1930609,51.039426827
27529362,A2172271,4,4 + 1,3331.01 sqft,2,House,3331 sqft,1,2300000,-114.191433946,51.009031676
27529351,A2171913,1,1 + 0,726.02 sqft,20,Apartment,726 sqft,0,299000,-114.14743536,51.062022549
27529270,A2172238,4,3 + 1,2683.46 sqft,2,House,2683 sqft,1,1824900,-114.109329235,51.054126626
27529269,A2172333,6,4 + 1,3786.91 sqft,2,House,3787 sqft,1,2275000,-114.205872681,51.030173251
27529268,A2171739,1,2 + 0,682 sqft,4,Apartment,682 sqft,0,285000,-113.930829886,51.125559778
